事件日期,公司,事件类型,事件标题,同组事件数,事件前市值（亿元）,事件后20日市值（亿元）,"客观市值变化[0,+20]（亿元）","客观涨跌幅[0,+20]",同期竞品平均涨跌幅,同期竞品排名,可比公司数,"CAR[-1,+1]","CAR[0,+20]","异常市值影响[0,+20]（亿元）",事件综合评分
2020-11-06,移为通信,其他,公司章程,4,67.8934251,73.9730718,6.079646699999994,0.0895469140206919,-0.0372080073264397,1.0,8.0,0.2701812857142857,0.1469767142857143,9.978752542801244,48.1454707142857
2026-04-23,移为通信,产品/技术创新,上海移为通信技术股份有限公司非经营性资金占用及其他关联资金往来情况的专项报告(2025年度),3,55.787997360000006,70.5372957,14.749298340000005,0.2643812116936688,0.0378414523289568,1.0,9.0,0.1882988749999999,0.21284325,11.87409866909382,46.8991475
2026-04-23,移为通信,政策/行业,董事会关于会计政策变更合理性的说明,2,55.787997360000006,70.5372957,14.749298340000005,0.2643812116936688,0.0378414523289568,1.0,9.0,0.1882988749999999,0.21284325,11.87409866909382,46.2991475
2024-04-08,移为通信,业绩信号,业绩快报 营收=1015760387.49 净利润=146748172.08,3,42.1188599,54.46087876000001,12.342018860000003,0.2930283224499153,0.0293921008670927,1.0,8.0,0.1762842857142857,0.2554447142857143,10.75904013319553,45.90718214285714
2026-04-23,移为通信,风险事件,关于2025年度计提信用减值及资产减值准备的公告,1,55.787997360000006,70.5372957,14.749298340000005,0.2643812116936688,0.0378414523289568,1.0,9.0,0.1882988749999999,0.21284325,11.87409866909382,45.6991475
2026-04-23,移为通信,管理层/投关信号,关于参加2026年上海辖区上市公司年报集体业绩说明会的公告,1,55.787997360000006,70.5372957,14.749298340000005,0.2643812116936688,0.0378414523289568,1.0,9.0,0.1882988749999999,0.21284325,11.87409866909382,45.6991475
2019-07-15,移为通信,政策/行业,2019年中报预告点评：收入快速增长，二季度业绩短期承压,1,55.294176,52.128972,-3.165204000000004,-0.0572429906542056,0.1379407721504028,4.0,5.0,-0.13684795,-0.3990027499999999,-22.062528282984,44.92507224999999
2017-09-25,移为通信,资本动作,国信证券股份有限公司关于公司本次重组产业政策和交易类型之独立财务顾问核查意见,14,48.72,43.76,-4.96,-0.1018062397372742,0.0155660452173535,4.0,4.0,0.1588166666666666,-0.1578166666666666,-7.688827999999997,43.30408333333333
2020-11-04,移为通信,其他,国信证券股份有限公司关于公司2020年度持续督导培训工作报告,1,57.163212,82.7655489,25.602336899999997,0.4478813559322032,0.0268577561645901,1.0,8.0,0.1369562857142857,0.3782132857142857,21.61988623250229,43.023085
2017-04-08,移为通信,业绩信号,略增 预计净利润1700-1760万,2,53.76,51.904,-1.856,-0.0345238095238095,-0.0924546330754077,1.0,3.0,-0.0684499999999999,-0.4419833333333333,-23.761024,42.59641666666667
2017-04-07,移为通信,资本动作,顺势而为，看好物联网M2M行业标的持续发展趋势,1,56.096,51.984,-4.112,-0.0733029092983457,-0.0940798667232895,1.0,3.0,-0.10235,-0.4755833333333333,-26.678322666666663,42.54508333333333
2017-09-25,移为通信,其他,国信证券股份有限公司关于公司股票价格波动是否达到《关于规范上市公司信息披露及相关各方行为的通知》第五条相关标准的核查意见,15,48.72,43.76,-4.96,-0.1018062397372742,0.0155660452173535,4.0,4.0,0.1588166666666666,-0.1578166666666666,-7.688827999999997,41.40408333333333
2017-10-13,移为通信,业绩信号,略增 预计净利润6000-6170万,2,48.72,43.76,-4.96,-0.1018062397372742,0.0155660452173535,4.0,4.0,0.1588166666666666,-0.1578166666666666,-7.688827999999997,41.104083333333335
2017-07-13,移为通信,业绩信号,略增 预计净利润4350-4500万,2,48.72,43.76,-4.96,-0.1018062397372742,0.0155660452173535,4.0,4.0,0.1588166666666666,-0.1578166666666666,-7.688827999999997,41.104083333333335
2017-09-29,移为通信,其他,关于选举第二届监事会职工代表监事的公告,8,48.72,43.76,-4.96,-0.1018062397372742,0.0155660452173535,4.0,4.0,0.1588166666666666,-0.1578166666666666,-7.688827999999997,40.70408333333333
