ts_code,ann_date,end_date,proc,exp_date,vol,amount,high_limit,low_limit
300638.SZ,20210208,20210205,完成,,42217.0,313250.14,7.42,7.42
300638.SZ,20210208,20210205,完成,,42217.0,313250.14,7.42,7.42
300638.SZ,20201210,,股东大会通过,,,313250.14,7.42,7.42
300638.SZ,20201210,,股东大会通过,,,313250.14,7.42,7.42
300638.SZ,20201121,,预案,,,313250.14,7.42,7.42
300638.SZ,20201121,,预案,,,313250.14,7.42,7.42
300638.SZ,20200908,20200904,完成,,11340.0,85404.94,7.5313,7.5313
300638.SZ,20200908,20200904,完成,,11340.0,85404.94,7.5313,7.5313
300638.SZ,20200908,20200904,完成,,11340.0,85404.94,7.42,7.42
300638.SZ,20200701,,股东大会通过,,,85404.94,7.5313,7.5313
300638.SZ,20200701,,股东大会通过,,,85404.94,7.5313,7.5313
300638.SZ,20200701,,股东大会通过,,,84142.8,7.42,7.42
300638.SZ,20200611,,预案,,,85404.94,7.5313,7.5313
300638.SZ,20200611,,预案,,,85404.94,7.5313,7.5313
300638.SZ,20200611,,预案,,,84142.8,7.42,7.42
300638.SZ,20200331,20200327,完成,,25540.0,356442.63,13.75,13.75
300638.SZ,20200331,20200327,完成,,25540.0,356442.63,13.75,13.75
300638.SZ,20191224,,股东大会通过,,,,,
300638.SZ,20191224,,股东大会通过,,,,,
300638.SZ,20191205,,预案,,,,,
300638.SZ,20191205,,预案,,,,,
