ts_code,ann_date,end_date,holder_num
002373.SZ,20221013,20220930,84526
002373.SZ,20221027,20220930,84526
002373.SZ,20220720,20220708,92548
002373.SZ,20220720,20220630,97129
002373.SZ,20220818,20220630,97129
002373.SZ,20220428,20220420,88423
002373.SZ,20220427,20220331,88963
002373.SZ,20220330,20220228,87624
002373.SZ,20220126,20220120,87126
002373.SZ,20220330,20211231,89340
002373.SZ,20211214,20211210,89998
002373.SZ,20211123,20211119,90318
002373.SZ,20211119,20211110,90318
002373.SZ,20211026,20210930,91515
002373.SZ,20210827,20210820,93391
002373.SZ,20210811,20210730,94880
002373.SZ,20210811,20210630,99729
002373.SZ,20210623,20210610,105822
002373.SZ,20210603,20210531,97834
002373.SZ,20210520,20210510,99597
002373.SZ,20210519,20210430,99436
002373.SZ,20210401,20210331,90485
002373.SZ,20210424,20210331,90485
002373.SZ,20210331,20210319,90905
002373.SZ,20210331,20210226,89598
002373.SZ,20210228,20210222,88354
002373.SZ,20210125,20210120,89606
002373.SZ,20210331,20201231,91649
002373.SZ,20201224,20201218,94262
002373.SZ,20201130,20201120,93567
002373.SZ,20201116,20201110,92570
002373.SZ,20201116,20201030,94146
002373.SZ,20201014,20201009,97372
002373.SZ,20201028,20200930,97514
002373.SZ,20200923,20200918,100601
002373.SZ,20200831,20200820,101490
002373.SZ,20200729,20200720,86152
002373.SZ,20200731,20200710,85310
002373.SZ,20200820,20200630,82099
002373.SZ,20200629,20200619,79872
002373.SZ,20200630,20200610,80307
002373.SZ,20200602,20200529,76958
002373.SZ,20200531,20200520,78822
002373.SZ,20200515,20200511,75470
002373.SZ,20200515,20200510,75470
002373.SZ,20200515,20200430,71882
002373.SZ,20200422,20200420,72129
002373.SZ,20200417,20200410,72023
002373.SZ,20200415,20200331,72802
002373.SZ,20200427,20200331,72802
002373.SZ,20200323,20200320,73095
002373.SZ,20200323,20200310,68778
002373.SZ,20200302,20200228,60006
002373.SZ,20200229,20200220,54338
002373.SZ,20200217,20200210,46348
002373.SZ,20200121,20200120,49428
002373.SZ,20200102,20191231,55354
002373.SZ,20200415,20191231,55354
002373.SZ,20191217,20191210,59846
002373.SZ,20191217,20191129,60078
002373.SZ,20191129,20191120,61145
002373.SZ,20191112,20191110,61726
002373.SZ,20191112,20191108,61726
002373.SZ,20191105,20191031,63067
002373.SZ,20191023,20191018,64234
002373.SZ,20191023,20191010,64183
002373.SZ,20191024,20190930,64609
002373.SZ,20190924,20190920,66664
002373.SZ,20190916,20190910,64126
002373.SZ,20190916,20190830,64264
002373.SZ,20190827,20190820,62937
002373.SZ,20190819,20190809,66553
002373.SZ,20190805,20190731,66760
002373.SZ,20190729,20190719,68473
002373.SZ,20190715,20190710,68968
002373.SZ,20190809,20190630,67023
002373.SZ,20190708,20190628,67023
002373.SZ,20190708,20190620,70427
002373.SZ,20190708,20190610,75793
002373.SZ,20190708,20190531,82181
002373.SZ,20190523,20190520,38966
002373.SZ,20190513,20190510,38135
002373.SZ,20190506,20190430,38652
002373.SZ,20190430,20190419,39573
002373.SZ,20190424,20190331,40803
002373.SZ,20190430,20190320,37245
002373.SZ,20190311,20190308,33815
002373.SZ,20190305,20190228,34948
002373.SZ,20190225,20190220,34739
002373.SZ,20190225,20190131,35985
002373.SZ,20190122,20190118,37556
002373.SZ,20190117,20190110,37618
002373.SZ,20190410,20181231,38376
002373.SZ,20190115,20181228,38376
002373.SZ,20190115,20181210,38623
002373.SZ,20190115,20181130,38255
002373.SZ,20181122,20181120,39443
002373.SZ,20181120,20181109,38083
002373.SZ,20181120,20181031,37798
002373.SZ,20181029,20181019,39694
002373.SZ,20181029,20181010,40716
002373.SZ,20181030,20180930,41124
002373.SZ,20181015,20180928,41124
002373.SZ,20180911,20180831,40520
002373.SZ,20180911,20180820,41049
002373.SZ,20180814,20180731,40285
002373.SZ,20180825,20180630,42007
002373.SZ,20180709,20180629,42007
002373.SZ,20180622,20180615,42746
002373.SZ,20180613,20180531,42540
002373.SZ,20180524,20180515,43113
002373.SZ,20180504,20180427,45874
002373.SZ,20180416,20180413,45128
002373.SZ,20180427,20180331,43524
002373.SZ,20180408,20180330,43524
002373.SZ,20180316,20180315,43273
002373.SZ,20180305,20180228,49648
002373.SZ,20180226,20180214,49027
002373.SZ,20180201,20180131,49793
002373.SZ,20180117,20180115,52826
002373.SZ,20180426,20171231,55263
002373.SZ,20180102,20171229,55263
002373.SZ,20171220,20171215,61537
002373.SZ,20171204,20171201,68193
002373.SZ,20171028,20170930,71446
002373.SZ,20170926,20170831,71444
002373.SZ,20170824,20170630,68653
002373.SZ,20170621,20170531,75745
002373.SZ,20170427,20170415,50892
002373.SZ,20170427,20170414,50892
002373.SZ,20170429,20170331,41852
002373.SZ,20170320,20170315,42930
002373.SZ,20170313,20170228,41265
002373.SZ,20170427,20161231,41106
002373.SZ,20161028,20160930,44717
002373.SZ,20160824,20160630,32709
002373.SZ,20160427,20160331,26909
002373.SZ,20160408,20151231,20182
002373.SZ,20151020,20150930,17062
002373.SZ,20150822,20150630,13065
002373.SZ,20150428,20150421,9469
002373.SZ,20150428,20150331,8653
002373.SZ,20150428,20141231,7587
002373.SZ,20141029,20140930,7381
002373.SZ,20140828,20140630,7661
002373.SZ,20140410,20140402,10436
002373.SZ,20140428,20140331,10077
002373.SZ,20140410,20131231,11714
002373.SZ,20131029,20130930,11383
002373.SZ,20130810,20130630,11404
002373.SZ,20130420,20130415,10350
002373.SZ,20130425,20130331,10479
002373.SZ,20130420,20121231,11205
002373.SZ,20121027,20120930,11697
002373.SZ,20120825,20120630,12558
002373.SZ,20120421,20120331,12071
002373.SZ,20120330,20120229,12462
002373.SZ,20120330,20111231,12193
002373.SZ,20111028,20110930,11983
002373.SZ,20110825,20110630,10651
002373.SZ,20110428,20110331,8730
002373.SZ,20110428,20101231,9507
002373.SZ,20101021,20100930,9400
002373.SZ,20100828,20100630,8868
002373.SZ,20100428,20100331,11698
