ts_code,ann_date,f_ann_date,end_date,n_cashflow_act,n_cashflow_inv_act,n_cash_flows_fnc_act,c_cash_equ_end_period
300101.SZ,20221026,20221026,20220930,22688085.41,-174176831.76,-5972260.34,227769576.76
300101.SZ,20220830,20220830,20220630,-52708934.22,-146968869.97,-14696651.7,170856127.56
300101.SZ,20220419,20220419,20220331,-23295065.61,-140394291.42,-32760749.51,188780476.91
300101.SZ,20220419,20220419,20211231,85926268.4,-143857859.3,100814404.94,385230583.45
300101.SZ,20220419,20220419,20211231,85926268.4,-143857859.3,100814404.94,385230583.45
300101.SZ,20211029,20211029,20210930,-92701045.96,-126046398.59,53116916.52,176717241.38
300101.SZ,20210730,20210730,20210630,-88043067.35,-82623070.27,34356784.73,206038416.52
300101.SZ,20210410,20210410,20210331,-63349203.01,-53213160.94,28276716.66,254363102.12
300101.SZ,20210323,20210323,20201231,124524865.09,-100557635.11,16422652.36,342347769.41
300101.SZ,20210323,20210323,20201231,124524865.09,-100557635.11,16422652.36,342347769.41
300101.SZ,20201020,20201020,20200930,-80220849.35,-25434624.86,38316017.4,234618430.26
300101.SZ,20200825,20200825,20200630,-98258214.44,-3115798.33,38868374.63,239452248.93
300101.SZ,20200825,20200825,20200630,-98258214.44,-3115798.33,38868374.63,239452248.93
300101.SZ,20200427,20200427,20200331,-31071744.5,13425398.22,-1546202.75,283066318.04
300101.SZ,20200421,20200421,20191231,-42837709.52,-109522802.08,-5008320.67,301957887.07
300101.SZ,20200421,20200421,20191231,-42837709.52,-109522802.08,-5008320.67,301957887.07
300101.SZ,20191029,20191029,20190930,-122415559.34,-69610293.05,-29661318.63,237639548.32
300101.SZ,20191029,20191029,20190930,-122415559.34,-69610293.05,-29661318.63,237639548.32
300101.SZ,20190827,20190827,20190630,-49780572.89,-45959186.32,-18534407.65,345052552.48
300101.SZ,20190827,20190827,20190630,-49780572.89,-45959186.32,-18534407.65,345052552.48
300101.SZ,20190426,20190426,20190331,-36375398.8,-125855763.03,-50716293.75,246379263.76
300101.SZ,20190326,20190326,20181231,86958382.23,-65249260.65,175064223.39,459326719.34
300101.SZ,20190326,20190326,20181231,86958382.23,-65249260.65,175064223.39,459326719.34
300101.SZ,20181029,20181029,20180930,78145932.24,-134400432.0,175873108.3,382171982.91
300101.SZ,20180828,20180828,20180630,112498040.51,-137475123.69,165989677.16,403565968.35
300101.SZ,20180420,20180420,20180331,81629850.46,-52765247.66,175165966.65,466583943.82
300101.SZ,20180328,20180328,20171231,-3603859.16,-21476104.34,52394033.36,262553374.37
300101.SZ,20171027,20171027,20170930,-99026077.47,-41005873.95,43485575.02,138692928.11
300101.SZ,20170815,20170815,20170630,-86447925.77,-38821526.09,-1015906.24,108953946.41
300101.SZ,20170407,20170407,20170331,-50840800.66,-64606732.03,-487864.58,119303907.24
300101.SZ,20170323,20170323,20161231,-157356349.16,-115713472.68,-30340556.25,235239304.51
300101.SZ,20161021,20161021,20160930,-169439701.93,-123265307.46,-80413153.31,165531519.9
300101.SZ,20160720,20160720,20160630,-129705511.95,-149125611.45,-78910156.25,180908402.95
300101.SZ,20160426,20160426,20160331,-107335252.24,-204547232.82,-564593.75,226202603.79
300101.SZ,20160322,20160322,20151231,48575227.18,-78813028.24,34597000.0,538649682.6
300101.SZ,20151023,20151023,20150930,-227084383.17,-14829793.02,-15403000.0,276973307.47
300101.SZ,20150825,20150825,20150630,-165697640.77,-200410138.79,-13900000.0,154282704.1
300101.SZ,20150424,20150424,20150331,-91396848.32,-192827064.83,,250066570.51
300101.SZ,20150324,20150324,20141231,189832173.35,22850880.05,-31899317.5,534290483.66
300101.SZ,20141027,20141027,20140930,-124048088.89,-33552094.52,-30864758.92,165041805.43
300101.SZ,20140820,20140820,20140630,-115140578.71,-28277380.23,-30680000.0,179408788.82
300101.SZ,20140425,20140425,20140331,-81523826.72,-24184013.93,-450000.0,247348907.11
300101.SZ,20140322,20140322,20131231,19644258.52,-48476896.41,-15768658.35,353506747.76
300101.SZ,20131025,20131025,20130930,-81623000.52,-26054246.96,-15307256.21,275123540.31
300101.SZ,20130816,20130816,20130630,-72112114.7,-17514695.53,-14853658.35,293627575.42
300101.SZ,20130424,20130424,20130331,-27327533.95,-11722406.97,-473250.01,358584853.07
300101.SZ,20130320,20130320,20121231,19769301.64,-148808624.75,8233297.2,398108044.0
300101.SZ,20121025,20121025,20120930,-66977015.85,-135552321.46,8711805.54,325096538.14
300101.SZ,20120816,20120816,20120630,-41732020.28,-115853107.11,4150000.0,365478942.52
300101.SZ,20120425,20120425,20120331,-32628513.44,-80075624.7,,406209931.77
300101.SZ,20120328,20120328,20111231,780731.01,-55605248.15,-23526100.0,518914069.91
300101.SZ,20111025,20111025,20110930,-47410478.68,-28679448.29,-20850000.0,500324760.08
300101.SZ,20110822,20110822,20110630,-37224083.03,-24802555.59,-20850000.0,514388048.43
300101.SZ,20110422,20110422,20110331,-20810100.46,-11137805.53,,565316781.06
300101.SZ,20110316,20110316,20101231,49259471.49,-24481179.74,478299386.32,597264687.05
300101.SZ,20101023,20101023,20100930,-49322215.82,-11607043.88,480095488.23,513353237.51
300101.SZ,20110422,20110422,20100331,-12298263.57,-2475423.67,-513900.0,78899421.74
300101.SZ,20101023,20101023,20090930,-4778636.68,-10356385.05,-20862945.5,59214846.29
